source_id,raw_company_name,raw_address,raw_phone,industry,lat,lng,google_rating,google_reviews_count
ChIJYYWTMgKgXogRdTaJMMyvA-8,Alcoa Maryville Church Of God,"2615 E Lamar Alexander Pkwy, Maryville, TN 37804, USA",(865) 983-6921,,35.7570702,-83.92892499999999,4.7,82
ChIJxV9QYbI-XIgRCGlYGSBuq-c,Powell United Methodist Church,"323 W Emory Rd, Powell, TN 37849, USA",(865) 938-2741,churches,36.0388684,-84.0136098,4.8,118
ChIJP7Q1uNg9XIgR4BiTe_WUB04,Life Church Knoxville,"1015 Cedar Ln, Knoxville, TN 37912, USA",(865) 454-5122,churches,36.0229552,-83.9591083,4.9,28
ChIJ93DYlzo8XIgRkgNBr95VC9o,Black Oak Heights Baptist Church,"405 Black Oak Dr, Knoxville, TN 37912, USA",(865) 689-5397,churches,36.0130073,-83.9855787,4.7,106
ChIJSbGwSsUXXIgRN8z_RSXA0GA,Church of the Immaculate Conception,"414 W Vine Ave, Knoxville, TN 37902, USA",(865) 522-1508,churches,35.9669475,-83.9217269,4.7,107
ChIJ291bW78kXIgRhCTDYfrRdXY,The Point Church,"211 W Fifth Ave, Knoxville, TN 37917, USA",(865) 765-2217,churches,35.9730292,-83.9227798,4.6,28
ChIJB86CpsMXXIgR5AYBkB2g4jQ,First Baptist Church Of Knoxville,"510 W Main St, Knoxville, TN 37902, USA",(865) 546-9661,churches,35.9605462,-83.9184473,4.6,39
ChIJD_h4dB0-XIgRDGy0CBfJNF8,Fountain City United Methodist Church,"212 Hotel Rd, Knoxville, TN 37918, USA",(865) 689-5175,churches,36.036694,-83.9342267,4.8,90
ChIJE7BEoAhrXIgRV2ndp93wepk,Clear Springs Baptist Church,"7350 Tazewell Pike, Corryton, TN 37721, USA",(865) 688-7674,,36.1189249,-83.85064899999999,4.8,111
ChIJsQHwXOkuXIgRZ-d05AOlxwc,Faith Promise Church - Farragut Campus,"144 West End Ave, Farragut, TN 37934, USA",(865) 251-2590,,35.8873138,-84.1548419,4.7,32
ChIJNV8EN_clXIgR5zKrBnMkpIg,Cornerstone Church Of Knoxville,"1250 Heritage Lake Blvd, Knoxville, TN 37922, USA",(865) 694-4356,,35.8701762,-84.0962261,4.2,100
ChIJrf893AM9XIgR3taFPDUP_-o,Redemption Church,"3550 Pleasant Ridge Rd, Knoxville, TN 37921, USA",(865) 521-7777,churches,35.9764607,-83.97059019999999,4.6,164
ChIJxdZkyX0-XIgRxm0sr8lm2pY,The Church at Sterchi Hills,"904 Dry Gap Pike, Knoxville, TN 37918, USA",(865) 281-8717,churches,36.0304606,-83.9712593,4.8,44
ChIJ7aZFFCIsXIgRRK3TODRL-Bo,St John Neumann Catholic Church,"633 St John Ct, Farragut, TN 37934, USA",(865) 966-4540,,35.8859009,-84.19581699999999,4.9,115
ChIJD6LwYFo5XIgRrSSQM44vWk8,First Baptist Church of Powell,"7706 Ewing Rd, Powell, TN 37849, USA",(865) 947-9074,,36.0349315,-84.02806369999999,4.7,51
ChIJAYRl8JqdXogRpisZwzkulq0,Partnership Christian Church,"323 Partnership Pkwy, Maryville, TN 37801, USA",(865) 681-2799,,35.7552999,-84.05041969999999,4.7,33
ChIJB2VsAgMgXIgRTNOop-wyD4o,River Oaks Community Church,"1220 Brown School Rd, Maryville, TN 37804, USA",(865) 980-9088,,35.7701828,-83.9331642,4.8,47
ChIJT4AzJuIuXIgRvYzHte3x89Q,Concord United Methodist Church,"11020 Roane Dr, Knoxville, TN 37934, USA",(865) 966-6728,,35.8877378,-84.1450497,4.8,64
ChIJM6KuoVElXIgRQJOEZLfbBxk,Knoxville Christian Center,"818 N Cedar Bluff Rd, Knoxville, TN 37923, USA",(865) 690-0855,,35.9373027,-84.0943834,4.8,48
ChIJcTOrMIyCXogRGX1SDniHfk0,Vineyard Church Maryville,"1225 William Blount Dr, Maryville, TN 37801, USA",(865) 268-9668,,35.7385732,-84.0383196,4.8,57
ChIJ0zl1_co6XIgRlYnv6ccYlCw,West Park Baptist Church,"8833 Middlebrook Pike, Knoxville, TN 37923, USA",(865) 690-0031,,35.945887,-84.0759042,4.6,130
ChIJp7iwIMMXXIgRANCuyI8jOzY,Church Street United Methodist Church,"900 Henley St, Knoxville, TN 37902, USA",(865) 524-3048,churches,35.9592676,-83.9204558,4.6,111
ChIJt8bdQKElXIgRTLBDUIFKDfE,Heart and Soul Church,"1101 Corridor Park Blvd Suite 110, Knoxville, TN 37932, USA",,,35.919835,-84.14418130000001,4.6,66
ChIJZc6_khg-XIgRpBcFoJKUNH0,The Church of Jesus Christ of Latter-day Saints,"6024 Grove Dr, Knoxville, TN 37918, USA",(865) 234-0129,,36.043914,-83.938548,4.5,69
ChIJGbXdi9IXXIgRsTb0gaCKcQ8,Central United Methodist Church,"201 3rd Ave Third Floor, Knoxville, TN 37917, USA",(865) 524-1659,churches,35.9767594,-83.92264540000001,4.6,57
ChIJGbhjnsYXXIgR2msJ9n_1Byo,Knoxville First Presbyterian Church,"620 State St, Knoxville, TN 37902, USA",(865) 546-2531,churches,35.9642017,-83.91579329999999,4.5,31
ChIJT3wfw9OfXogRuttWRVCJKBw,Broadway United Methodist Church,"309 E Broadway Ave, Maryville, TN 37804, USA",(865) 982-6192,,35.7574971,-83.9700953,4.8,25
ChIJ4eg18LWfXogRYp0SBB7L-QY,1st United Methodist Church,"804 Montvale Station Rd, Maryville, TN 37803, USA",(865) 982-1273,,35.740892,-83.96982589999999,4.8,77
ChIJ1UooLYMvXIgR1PE2etB7RrU,Cokesbury Church,"9919 Kingston Pike, Knoxville, TN 37922, USA",(865) 693-0353,,35.906317,-84.1127455,4.8,226
ChIJj9fnLqsZXIgR-E2KOj55YEU,Southside Baptist Church,"1620 W Governor John Sevier Hwy, Knoxville, TN 37920, USA",(865) 573-1881,churches,35.892827,-83.89044679999999,4.9,37
ChIJF9udAtIXXIgRB-_728rg4Tc,Awaken Old City Church,"125 W Jackson Ave #1157, Knoxville, TN 37902, USA",(865) 250-3794,churches,35.9701062,-83.9193798,4.9,23
ChIJyScNQqMfXIgRRSX1oBocuo8,Mt Lebanon Baptist Church,"3508 Wildwood Rd, Maryville, TN 37804, USA",(865) 983-4200,,35.7945615,-83.90650649999999,4.8,51
ChIJoa-wQcUkXIgRKE09-ikvO8Y,West Hills Baptist Church,"409 N Winston Rd, Knoxville, TN 37909, USA",(865) 693-9272,,35.9288928,-84.04738239999999,4.4,21
ChIJm1rrr-QaXIgRZVQsFgD5V44,Valley Grove Baptist Church,"9000 Sevierville Pike, Knoxville, TN 37920, USA",(865) 577-6620,,35.8922558,-83.79436659999999,4.7,54
ChIJA76xVd8VXIgRr9lbmuidMMM,Valley View Baptist Church,"3521 Old Valley View Dr, Knoxville, TN 37917, USA",(865) 523-0062,churches,36.020959,-83.9051807,4.7,45
ChIJrfShZJAvXIgRWSQqea9MTS4,Northstar Church,"9929 Sherrill Blvd, Knoxville, TN 37932, USA",(865) 539-2222,,35.9154685,-84.11699139999999,4.7,82
ChIJ57WZOz4UXIgRnmgDcUoEGJM,Buffat Heights Baptist Church,"2800 Mill Rd, Knoxville, TN 37924, USA",(865) 524-1204,churches,36.0385617,-83.8683063,4.6,39
ChIJ4X_HiUw-XIgRP_vyTcUYRuI,St Albert the Great Catholic Church,"7200 Brickey Ln, Knoxville, TN 37918, USA",(865) 689-7011,,36.0643847,-83.9599772,4.8,59
ChIJvWnQ-3QgXIgRdah6U3cLd00,Everett Hills Baptist Church,"401 S Everett High Rd, Maryville, TN 37804, USA",(865) 982-7890,,35.7663602,-83.95569689999999,4.9,47
ChIJ8eCgI8Y3XIgRP7MPjjtOOdY,Second Baptist Church,"777 Public Safety Ln, Clinton, TN 37716, USA",(865) 457-2046,,36.1255403,-84.1215778,4.7,94
ChIJmTctd98kXIgR0gGCfl5cw6Y,Awaken City Church,"205 Bridgewater Rd, Knoxville, TN 37923, USA",(865) 936-7667,,35.9233144,-84.0709255,5,22
ChIJIQT5MpGdXogRVclkSC1yTXU,The Meadow Church of God,"1723 William Blount Dr, Maryville, TN 37801, USA",(865) 982-9447,,35.7519124,-84.0450074,5,26
ChIJPX2VrcA9XIgRMGjC1PcxN2s,Christus Victor Lutheran Church,"4110 Central Ave Pike, Knoxville, TN 37912, USA",(865) 687-6622,churches,36.0029829,-83.95841159999999,4.8,23
ChIJj_jFAOEtXIgRpcFyZrKVCnI,Hardin Valley Church of Christ,"11515 Hardin Valley Rd, Knoxville, TN 37932, USA",(865) 824-3078,,35.9315774,-84.1894562,5,47
ChIJn0GQ0Tk9XIgRXKF0zZpb2Yk,Calvary Baptist Church,"3200 Kingston Pike, Knoxville, TN 37919, USA",(865) 523-9419,churches,35.9492217,-83.9566893,4.4,29
ChIJ7TTPtAZAXIgRgXTcNLySJMM,Salem Baptist Church,"8201 Hill Rd, Knoxville, TN 37938, USA",(865) 922-3490,,36.1124499,-83.9407294,4.9,57
ChIJsdK3MMY3XIgRF2Zx1wlx3cI,First Baptist Church,"225 N Main St, Clinton, TN 37716, USA",(865) 457-9353,,36.1017246,-84.1324242,4.5,17
ChIJ3UouqPI6XIgRuK6luwivmFs,Ball Road Baptist Church,"6323 Ball Rd, Knoxville, TN 37931, USA",(865) 691-8116,,35.9760375,-84.07972319999999,4.9,18
ChIJSWtL8-gZXIgRJR9TBAGSXSo,Meridian Baptist Church,"6513 Chapman Hwy, Knoxville, TN 37920, USA",(865) 577-6617,churches,35.920524,-83.8652985,4.9,13
ChIJtUxieAM9XIgRETN1LWd7hac,West Lonsdale Baptist Church,"2720 Dayton St NW, Knoxville, TN 37921, USA",(865) 523-5975,churches,35.9733501,-83.96942229999999,4.6,43
ChIJ-7bqQ_YVXIgRW_fKtl1mQDg,Central Baptist Church Fountain City,"5364 N Broadway St, Knoxville, TN 37918, USA",(865) 688-2421,churches,36.0377163,-83.9303466,4.6,52
ChIJnR4qLS0WXIgRLco3ibSJXQg,Broadway Baptist Church,"815 N Broadway, Knoxville, TN 37917, USA",(865) 524-2575,churches,35.9790056,-83.9240509,4.7,18
ChIJQ_X_jjQ8XIgRLjvjOhQ2Ngk,Wallace Memorial Baptist Church,"701 Merchant Dr, Knoxville, TN 37912, USA",(865) 688-4343,churches,36.006825,-83.9782298,4.6,55
ChIJGQeK_LovXIgRamYdSRCpWkI,New Covenant Baptist Church,"10319 Starkey Ln, Knoxville, TN 37932, USA",(865) 671-3370,,35.9157669,-84.1305703,4.8,11
ChIJDaAcprIXXIgRL2vj-HG50TI,Tabernacle Baptist Church,"2137 Martin Luther King Jr Ave, Knoxville, TN 37915, USA",(865) 524-2034,churches,35.9772382,-83.9006086,4.8,36
ChIJDVpBKMYEXIgRgmtTOIYxOFE,First Baptist Church Seymour,"11621 Chapman Hwy, Seymour, TN 37865, USA",(865) 577-1954,,35.8656557,-83.7509257,4.8,94
ChIJ-37t_9IxXIgRAlOYb34QHdU,Hardin Valley Free Will Baptist Church,"10415 Hardin Valley Rd, Knoxville, TN 37932, USA",(865) 670-4188,,35.9548815,-84.14685329999999,4.9,18
ChIJe0yU4s2fXogR0QBZBJcdaJg,First Baptist Church of Maryville,"202 W Lamar Alexander Pkwy, Maryville, TN 37801, USA",(865) 982-5531,,35.7525639,-83.96938600000001,4.8,67
ChIJCYDsbroWXIgR7qWHT9jNYQE,Chilhowee Hills Baptist Church,"4615 Asheville Hwy, Knoxville, TN 37914, USA",(865) 522-2422,churches,36.00532889999999,-83.859005,4.4,71
ChIJw8tnkgslXIgRnwDjOfMDLUo,Parkway Baptist Church/Rivers Edge CA,"401 S Peters Rd, Knoxville, TN 37923, USA",(865) 693-8204,,35.9038363,-84.0770229,4.8,15
ChIJxUWnWKQRXIgR8oe3bRnrc4c,Mount Harmony Baptist Church,"6500 Strawberry Plains Pike, Knoxville, TN 37914, USA",(865) 522-5522,,35.9879164,-83.7898218,4.7,43
ChIJKdZFw1k8XIgRyr0aBWeRJ0c,Olivet Baptist Church,"4701 Pleasant Ridge Rd, Knoxville, TN 37912, USA",(865) 522-6528,churches,35.9854995,-83.9854153,4.9,28
ChIJI_tjaQQvXIgRfIvPp5jpZRE,Grassy Valley Baptist Church,"10637 Kingston Pike, Knoxville, TN 37922, USA",(865) 693-1741,,35.8961394,-84.1373464,4.9,22
ChIJx-VrV2ueXogREgmrO5Szbu8,Unity Baptist Church,"803 Howard Jones Rd, Maryville, TN 37801, USA",(865) 982-8280,,35.7436274,-84.00086879999999,4.7,16
ChIJ5fpMYp8WXIgR3E9fgkZY49o,Loveland Baptist Church,"1320 Spring Hill Rd, Knoxville, TN 37914, USA",(865) 525-7002,churches,36.0157851,-83.86828779999999,4.7,47
ChIJcW9UhQU8XIgRt1BucHVdVXo,Callahan Road Baptist Church,"1317 Callahan Dr, Knoxville, TN 37912, USA",(865) 938-3410,churches,36.0179055,-84.0098,4.7,32
ChIJD3w20sQ9XIgR5tuJLwzZPlk,Inskip Baptist Church,"4810 Rowan Rd, Knoxville, TN 37912, USA",(865) 689-5416,churches,36.013335,-83.96068799999999,4.8,46
ChIJ1UMjvoo9XIgRd-xIsBz_P9o,Lincoln Park Baptist Church,"830 Chickamauga Ave, Knoxville, TN 37917, USA",(865) 687-5451,churches,36.0004906,-83.932991,4.6,23
ChIJ48xRXj8WXIgRdnoAeXUlJl0,City View Baptist Church,"2311 Fine Ave, Knoxville, TN 37917, USA",(865) 522-2364,churches,35.9961318,-83.91102,4.6,27
ChIJ9XXxS-I-XIgR08yZoNEQr20,Sharon Baptist Church,"7916 Pedigo Rd #4635, Knoxville, TN 37938, USA",(865) 938-7075,,36.06678,-83.988676,4.6,57
ChIJ5ea0JloWXIgR2p3fGawYRAY,Grace Bible Baptist Church,"2646 Jefferson Ave, Knoxville, TN 37914, USA",(865) 637-8954,churches,35.9903454,-83.8950571,3.8,26
ChIJeaWBw4I8XIgRoGn5r6tOM8I,West Haven Baptist Church,"5651 Matlock Dr, Knoxville, TN 37921, USA",(865) 588-1416,churches,35.974106,-84.014741,4.3,12
ChIJP8ISGIE9XIgRFO6enpP-BvM,North Knoxville Baptist Church,"217 W Oldham Ave, Knoxville, TN 37917, USA",(865) 525-8677,churches,35.9836064,-83.9350283,4.7,29
ChIJKYAGkKIXXIgROsNq9uu_Am4,Fort Hill Baptist Church,"2335 Sevier Ave, Knoxville, TN 37920, USA",(865) 660-3600,churches,35.9571717,-83.8979816,4.5,21
ChIJ7zJQNiQ-XIgR5Q9pUmqWVTU,Sonlight Baptist Church,"6494 Son Light Way, Knoxville, TN 37918, USA",(865) 688-7990,,36.0527859,-83.93866039999999,4.1,23
ChIJK--TEz4gXIgRuFKYwjGQUYg,Broadway Baptist Church,"2329 E Broadway Ave, Maryville, TN 37804, USA",(865) 982-6012,,35.7856842,-83.94811469999999,4.6,36
ChIJDUfd__cgXIgR4uR-vZcwHpM,First Baptist Church of Alcoa,"819 Gilbert St, Alcoa, TN 37701, USA",(865) 982-2661,,35.7970865,-83.9747665,4.4,15
ChIJd-22uBY8XIgRdz4TJQ33qDw,Ridgeview Baptist Church,"6125 Lacy Rd, Knoxville, TN 37912, USA",(865) 688-8822,churches,36.0111439,-83.9990953,4.5,31
ChIJYS6SY9UVXIgRCYeCocNr64c,Alice Bell Baptist Church,"3305 Alice Bell Rd, Knoxville, TN 37917, USA",(865) 522-0137,churches,36.0215408,-83.89162300000001,4.7,25
ChIJsdvLHVEWXIgR03Zahch2Y2A,Fifth Avenue Baptist Church,"2500 E 5th Ave, Knoxville, TN 37914, USA",(865) 522-6188,churches,35.9857785,-83.89694960000001,4.3,14
ChIJq7EU5-4TXIgRMl18FGZLmRs,John Sevier Baptist Church,"1401 Paramount Rd, Knoxville, TN 37924, USA",(865) 546-1068,churches,36.0317727,-83.8323446,4.4,11
ChIJDTLEu4sVXIgRvGHfhK67lVU,Antioch Baptist Church,"5709 N Broadway St, Knoxville, TN 37918, USA",(865) 688-0780,,36.0481306,-83.92841829999999,4.6,19
ChIJiZW7DFEWXIgRbj7UoyJBKsE,Knoxville Baptist Tabernacle,"3839 Buffat Mill Rd, Knoxville, TN 37914, USA",(865) 524-7317,churches,36.01576430000001,-83.8887769,3.6,40
ChIJb09CJFwlXIgRCSRPRalMs_4,Cedar Bluff Baptist Church,"9215 Floyd Ln, Knoxville, TN 37923, USA",(865) 745-9203,,35.9262431,-84.0958186,4.5,11
ChIJz_7TV-w_XIgRt_PngMSb3as,Cedar Ridge Baptist Church,"7927 Andersonville Pike, Knoxville, TN 37938, USA",(865) 922-0812,,36.0964941,-83.9504922,4.3,26
ChIJgW-J1XU5XIgRwUaneEqr_eM,Bells Campground Baptist Church,"7816 Bell Campground Rd, Powell, TN 37849, USA",(865) 947-6254,,36.0306958,-84.059401,4.2,22
ChIJpY7tI1EQXIgRLY9Oh8tQ-Sw,Marbledale Baptist Church,"5935 Thorngrove Pike, Knoxville, TN 37914, USA",(865) 546-4220,,35.9650002,-83.7983122,4.3,23
ChIJUdHmaR8YXIgRBSQPw7ccVys,Miracle Baptist Church,"4400 Martin Mill Pike, Knoxville, TN 37920, USA",(865) 705-2778,churches,35.9312727,-83.9121009,4.6,10
ChIJi7OFIvcgXIgR3xHOXZ-mRBQ,Alcoa First Methodist Church,"617 Gilbert St, Alcoa, TN 37701, USA",(865) 982-5551,,35.7956966,-83.9781564,4.5,30
ChIJA-FSwvomXIgRh40eL9p7SD4,St. Mark's Global Methodist Church,"3359 Louisville Rd, Louisville, TN 37777, USA",(865) 977-6128,,35.8210006,-84.04988449999999,3.9,15
ChIJNc5pM0MVXIgRVi-yPwsNcPM,Christ United Methodist Church,"7535 Maynardville Pike, Knoxville, TN 37938, USA",(865) 922-1412,,36.0911306,-83.9213542,4.4,32
ChIJv30xokM8XIgR7FmEv4mwqpI,Norwood United Methodist Church,"2110 Merchant Dr, Knoxville, TN 37912, USA",(865) 687-1620,churches,35.9972293,-83.99156359999999,4.7,18
ChIJ8zIMpac9XIgR6FHjdS9xCtY,Martin Chapel United Methodist,"1746 Ohio Ave, Knoxville, TN 37921, USA",(865) 522-1543,churches,35.9830603,-83.96174599999999,4.6,23
ChIJDybjI8Y3XIgR4M8dF9XvKYE,St. Mark's United Methodist Church,"252 N Main St, Clinton, TN 37716, USA",(865) 457-1520,,36.1025188,-84.1332558,4.8,12
ChIJ4av3d5QVXIgRP3zMo_LFVRQ,St Paul United Methodist Church,"4014 Garden Dr, Knoxville, TN 37918, USA",(865) 687-2952,,36.0473997,-83.91635169999999,4.7,10
ChIJpWxNVIE8XIgR3gpI6MK-4wQ,Trinity United Methodist Church,"5613 Western Ave, Knoxville, TN 37921, USA",(865) 588-5763,churches,35.9784162,-84.01228979999999,4.7,27
ChIJAa00TK8lXIgRO5t6Il7v4ss,Ebenezer United Methodist Church,"1001 Ebenezer Rd, Knoxville, TN 37923, USA",(865) 691-8330,,35.8930674,-84.07055140000001,4.8,40
ChIJi52MX8c9XIgR0iwOoGAmZ9M,Bookwalter United Methodist Church,"4218 Central Ave Pike, Knoxville, TN 37912, USA",(865) 689-3349,churches,36.0037104,-83.9605747,5,20
ChIJV-0CXDc9XIgR6OwcVbBKy5I,First Church Knox (First United Methodist Church),"3316 Kingston Pike, Knoxville, TN 37919, USA",(865) 525-0435,churches,35.9487055,-83.9580861,5,3
ChIJLad5JDUjXIgRzfYcfwdBaB0,Knox Pub Theology,"4407 Sutherland Ave, Knoxville, TN 37919, USA",(865) 588-6562,churches,35.937956,-83.993164,4.6,19
ChIJwcq7Xi0bXIgRwAwi89DkP88,Seymour United Methodist,"107 Simmons Rd, Seymour, TN 37865, USA",(865) 573-9711,,35.873912,-83.7630231,4.6,34
ChIJi5MG4UidXogRzFJ-gT4ifZM,Union Grove United Methodist Church,"1151 Lane Dr, Friendsville, TN 37737, USA",(865) 924-8339,,35.7530364,-84.0925266,5,10
ChIJaxboj9k9XIgROOGA_-3Fw_0,Cedar Lane United Methodist Church,"714 Cedar Ln, Knoxville, TN 37912, USA",(865) 688-3531,churches,36.0197035,-83.9619341,4.7,21
ChIJ56pz2wATXIgR9sVTHKaaDNs,New Life United Methodist Church,"7921 Millertown Pike, Knoxville, TN 37924, USA",(865) 546-5153,,36.0622357,-83.8093183,4.9,12
ChIJG9h2KD4WXIgRRyWSjq7vxrY,Washington Pike United Methodist,"2241 Washington Pike, Knoxville, TN 37917, USA",(865) 523-0603,churches,36.001123,-83.9138054,4.5,25
ChIJpyqUIMMZXIgRzz4wMdeXsMg,Colonial Heights United Methodist Church,"6321 Chapman Hwy, Knoxville, TN 37920, USA",(865) 577-2727,churches,35.92086219999999,-83.8709476,4.8,24
ChIJuUUdFbUkXIgRj2sPWk7fNMM,Middlebrook Pike United Methodist Office,"7234 Middlebrook Pike, Knoxville, TN 37909, USA",(865) 690-8641,,35.9400089,-84.03679059999999,4.6,49
ChIJgUHQWh4YXIgRvS1xh36lRe8,Vestal United Methodist Church,"115 Ogle Ave, Knoxville, TN 37920, USA",(865) 361-1380,churches,35.9334453,-83.9140932,4.8,24
ChIJH85v_cU3XIgRuLU4uYJTUbw,Memorial United Methodist Church,"323 N Main St, Clinton, TN 37716, USA",(865) 457-2287,,36.1036282,-84.13256179999999,4.9,11
ChIJmwXSrlEnXIgR9xF7CmRrptU,Middlesettlements Methodist Church,"2729 Middlesettlements Rd, Maryville, TN 37801, USA",(865) 982-4799,,35.7957041,-84.05560109999999,4.9,21
ChIJE497smM9XIgRRPDkoi3A3lE,Second United Methodist Church,"1524 Western Ave, Knoxville, TN 37921, USA",(865) 524-1689,churches,35.9654993,-83.9347217,4.6,18
ChIJmWO9emUwXIgR4RpHTAv6DMg,Beaver Ridge United Methodist Church,"7753 Oak Ridge Hwy, Knoxville, TN 37931, USA",(865) 690-1060,,35.9785549,-84.1139993,4.7,47
ChIJl6xSMhQgXIgRSQr3hIA5Tzk,St John United Methodist Church,"2201 E Broadway Ave, Maryville, TN 37804, USA",(865) 983-2290,,35.7825053,-83.9488891,4.8,16
ChIJJw2vr-oQXIgR7MWJVrnaQGE,Asbury United Methodist Church,"2822 Asbury Rd, Knoxville, TN 37914, USA",(865) 637-0620,churches,35.9531692,-83.82556269999999,4.9,14
ChIJe4aHuWUjXIgRwZBkw4_-IWc,St Mark United Methodist Church,"7001 S Northshore Dr, Knoxville, TN 37919, USA",(865) 588-0808,churches,35.9112127,-84.0079463,4,2
ChIJ52gcdI8MXIgRfctOefRg0q0,Strawberry Plains Church,"3173 W Old Andrew Johnson Hwy, Strawberry Plains, TN 37871, USA",(865) 933-8583,,36.0614157,-83.6883754,4.5,18
ChIJF5P2B9oQXIgRwvyHYF8pblM,Sand Branch Global Methodist,"2301 Thorngrove Pike, Knoxville, TN 37914, USA",(865) 523-6632,churches,35.9701994,-83.8367566,4.6,14
ChIJz0EmN4c9XIgR31q6jJqeHx8,Emerald Avenue United Methodist,"1620 N Central St, Knoxville, TN 37917, USA",(865) 523-7150,churches,35.9856899,-83.9337024,4.6,67
ChIJxUcErCCgXogR_yVmqvokKOs,Pleasant Hill Methodist Church,"503 Pleasant Hill Rd, Maryville, TN 37803, USA",(865) 983-9235,,35.7347159,-83.93251579999999,4.4,8
ChIJIYCGiFcWXIgRnv5VJmjDVHY,Magnolia Avenue United Methodist Church,"2700 E Magnolia Ave, Knoxville, TN 37914, USA",(865) 524-3644,churches,35.9882202,-83.89165129999999,4.5,30
ChIJp93azPs4XIgRAtXy-Bhx-Os,Heiskell United Methodist Church,"9420 Heiskell Rd, Heiskell, TN 37754, USA",(865) 938-5550,,36.081051,-84.0525407,4.9,13
ChIJzWgNpRoYXIgRNZeomt3hpS0,Mountain View United Methodist Church,"3200 Maryville Pike, Knoxville, TN 37920, USA",(865) 573-4731,churches,35.8858013,-83.93675449999999,4.2,5
ChIJoabFx_sYXIgRfCbA2iopTAc,New Salem Methodist Church,"2417 Tipton Station Rd, Knoxville, TN 37920, USA",(865) 577-0125,churches,35.88512060000001,-83.898499,4.8,6
ChIJKRN7xEM7XIgRMFS9cWFJ4C4,Bethel United Methodist Church,"2004 Amherst Rd, Knoxville, TN 37921, USA",(865) 588-3605,,35.9601084,-84.0330037,5,6
ChIJe49BOHVIXIgR3g8zoB1fx1A,Sinking Springs United Methodist Church,"108 Bland Rd, Clinton, TN 37716, USA",(865) 494-9407,,36.1403508,-84.10341389999999,4.5,16
ChIJZxQhDqI9XIgRjZmLt7P59Ys,Lonsdale United Methodist Church,"3002 Galbraith St, Knoxville, TN 37921, USA",(865) 522-7257,churches,35.9870509,-83.9539807,4.8,14
ChIJ1YHHg6JtXIgRILPl_UT5FHw,Rutherford Memorial United,"7815 Corryton Rd, Corryton, TN 37721, USA",(865) 687-8438,,36.1536175,-83.78359470000001,4.6,25
ChIJ48L4dos9XIgRhl92NsORBJE,Lincoln Park United Methodist,"3120 Pershing St, Knoxville, TN 37917, USA",(865) 525-2725,churches,35.9989668,-83.9367071,4.3,6
ChIJ3_OjZKkXXIgRl6McuwY9kpE,Lennon Seney United Methodist Church,"2084 Dandridge Ave, Knoxville, TN 37915, USA",(865) 524-0289,churches,35.972006,-83.8931484,4.8,14
ChIJO1OCK489XIgRbni02x_s4Hw,Oakwood United Methodist Church,"334 E Burwell Ave, Knoxville, TN 37917, USA",(865) 523-8948,churches,35.9931461,-83.9375357,4.7,6
ChIJb06yUqJsXIgRMJ_ibuWfNeQ,Clapps Chapel Church,"7420 Clapps Chapel Rd, Corryton, TN 37721, USA",(865) 687-4721,,36.12472690000001,-83.8405903,4.6,27
ChIJyRStKMENXIgRrtuGPW2R6V0,Pleasant Hill,"8807 Pleasant Hill Rd, Knoxville, TN 37924, USA",(865) 932-0301,,36.0318785,-83.7364585,4.3,3
ChIJtXHkNZgRXIgRNLWM6NANBwk,Piney Grove United Methodist,"6833 Pine Grove Rd, Knoxville, TN 37914, USA",(865) 522-2805,,35.9967429,-83.795571,4.5,6
ChIJVVVVVREWXIgRldcJMBX-DIA,Macedonia United Methodist Church,"4630 Holston Dr, Knoxville, TN 37914, USA",(865) 523-6618,churches,36.0030805,-83.861192,4,4
ChIJLVXJ-AwNXIgRJlZzlW8BIqc,Mascot United Methodist Church,"9426 Mascot Rd, Mascot, TN 37806, USA",(865) 933-8583,,36.0640706,-83.7387351,3.8,4
ChIJJXvDCwAjXIgRdge5VRd5y6o,Bearden United Methodist Church,"4407 Knoxville City Greenways, Knoxville, TN 37919, USA",(865) 588-6562,churches,35.9378059,-83.99289879999999,5,2
ChIJcSUlkvUxXIgRl6fIYN60Ylk,Solway United Methodist Church,"3300 Guinn Rd, Knoxville, TN 37931, USA",(865) 661-1178,,35.9668575,-84.1848718,4.3,3
ChIJI5W1O4mfXogRLzmSEDnwSnw,Pecks Memorial United Methodist Church,"Maryville, TN 37803, USA",(865) 984-2510,,35.7341009,-83.9366951,4,5
ChIJVVBtL5CCXogRM3m19rFMiWU,Friendsville United Methodist,"204 E College Ave, Friendsville, TN 37737, USA",(865) 995-9150,,35.7593203,-84.13272309999999,4.8,10
ChIJ1yJyyX8aXIgRam6FRAVjMi4,Beulah United Methodist Church,"907 Kimberlin Heights Rd, Knoxville, TN 37920, USA",(865) 577-4244,,35.92820810000001,-83.8057745,4.6,9
ChIJ96f62nMgXIgR7JnnaxQT-g0,High Praises Church,"1412 E Broadway Ave, Maryville, TN 37804, USA",(865) 681-9031,,35.7681415,-83.9586568,4.5,51
ChIJJWCL-8QXXIgRt3hW118XOt8,All Souls Church,"100 W Fifth Ave, Knoxville, TN 37917, USA",(865) 214-6682,churches,35.9731332,-83.921204,4.8,10
ChIJRwSaGFYaXIgRM13PyMKYitg,The Gathering Church,"8729 Chapman Hwy, Knoxville, TN 37920, USA",(865) 868-5000,,35.8925138,-83.8056611,4.8,65
