address,lat,lng,name,phone,place_id,rating,reviews,website
"2165 Casablanca Wy, Knoxville, TN 37932, USA",35.930415,-84.1837966,Steele Landing,(877) 450-5704,ChIJo_44vz8vXIgReivstDvz9mM,4.7,14,https://www.steelelanding.com/
"1003 Chelsea Pl Wy, Knoxville, TN 37932, USA",35.919507,-84.147645,The Chelsea on Cornerstone Apartments,(865) 252-4460,ChIJI09fb-EvXIgRRAuwhfolcHM,5,15,https://www.thechelseaknox.com/
"465 W Blount Ave, Knoxville, TN 37920, USA",35.9505693,-83.9213118,Livano Knoxville,(865) 421-5684,ChIJI4Iw4cwXXIgRAUdHM625Fcw,4.9,37,https://www.livanoknoxville.com/?utm_medium=organic&utm_source=google&utm_campaign=gbp-website-button
"5570 Swallowtail Ln, Knoxville, TN 37924, USA",36.03033569999999,-83.8554085,Alden North Knoxville,(865) 745-8682,ChIJqbYdAmgVXIgRVV2BXAxGPFg,4.8,30,https://www.aldennorthknoxville.com/?utm_knock=gmb&utm_source=google+biz&utm_medium=organic&utm_campaign=gbp+lance
"410 Walker Springs Rd, Knoxville, TN 37923, USA",35.9292537,-84.06323019999999,The Rowan,(865) 328-7129,ChIJPequRwAlXIgRF3UpwRdcZk8,4.6,7,https://www.therowanknoxville.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-streetdigitalseo
"215 Willow Ave SE, Knoxville, TN 37915, USA",35.9701705,-83.9176123,Stockyard Lofts,(865) 383-1117,ChIJNerVMcQXXIgRO2VcEdx93TA,4.3,24,https://www.stockyardlofts.com/
"200 Brooklawn St, Farragut, TN 37934, USA",35.880509,-84.1546939,Anchor 934 Apartments in Farragut,(865) 503-1550,ChIJ9XO2oOQvXIgRocUTYXNcPJQ,4.6,14,https://www.anchor934apts.com/?utm_knock=w
"4527 Lynnmont Rd, Knoxville, TN 37921, USA",35.9721974,-84.0122719,Breckenridge Apartments,(865) 599-0965,ChIJpfDZlZw9XIgRLYq6XAqVdaQ,4.2,21,http://randpropertymanagement.com/
"6515 Pine Bluff Blvd, Knoxville, TN 37909, USA",35.9511323,-84.05047150000001,Pine Bluff Apartments,(865) 755-9995,ChIJ8-1lxy87XIgR3uWWTUwLx40,4.4,25,https://www.pineblufftn.com/
"4109 Pleasant Ridge Rd, Knoxville, TN 37912, USA",35.9821165,-83.97705460000002,Pleasant Ridge Stables,,ChIJg0lUMNM9XIgRaqPmHtSlICs,5,3,https://www.pleasantridgestables.com/
"719 Locust St SW, Knoxville, TN 37902, USA",35.9614935,-83.9201899,The Tribute,(865) 545-0901,ChIJY9SkKa8XXIgROJCdql4a9tY,5,1,https://www.thetributeknox.com/
"200 W Jackson Ave, Knoxville, TN 37902, USA",35.9693031,-83.91953749999999,JFG Flats,(865) 364-0901,ChIJu2x8l88XXIgRCTY_os2dJGM,4.4,14,http://jacksoncentralgroup.com/
"1101 Sutters Mill Ln, Knoxville, TN 37909, USA",35.9394694,-84.015784,Sutters Mill,(865) 584-0283,ChIJ8X6hW1UjXIgRq8yQMGroRbs,4.2,31,http://suttersmillknoxville.com/
"112 E 5th Ave, Knoxville, TN 37917, USA",35.97393539999999,-83.9206775,5th Avenue Apartments,(865) 659-0637,ChIJ47lAzP8XXIgR0rxfKVedeII,5,1,https://5thplaza.naiknoxville.com/
"118 W Jackson Ave, Knoxville, TN 37902, USA",35.9697804,-83.9187899,The Daniel on Jackson,(865) 264-0699,ChIJI6OLps8XXIgRmKtFSmlnuw0,4.4,7,http://thedanielonjackson.com/
"Sterchi, Ridge Way, Knoxville, TN 37918, USA",36.0270058,-83.9688438,Sterchi Ridge Apartment Homes,(865) 688-9903,ChIJdwygHlk_XIgRyV4W-aIzD_k,4.1,16,
"501 Tiger Way, Knoxville, TN 37918, USA",36.041832,-83.99066169999999,Evergreen at the Bluffs,(865) 432-1216,ChIJCw_vsfI-XIgRREwxhf0CONQ,4,88,https://www.evergreenatthebluffs.com/?utm_knock=g
"116 S Gay St #1003, Knoxville, TN 37902, USA",35.9684581,-83.9201897,Sterchi Lofts LLC,(865) 673-6300,ChIJffq3888XXIgRkinDLp5mNMc,4.1,51,http://www.sterchilofts.com/
"190 Derby Run Dr, Knoxville, TN 37934, USA",35.8709,-84.17918499999999,"Derby Run Apartments, Knoxville, TN",(865) 675-5601,ChIJC9N0Pq8uXIgRuc3UuPOncVI,4.7,41,http://www.myderbyrun.com/
"1105 Lake Heritage Way, Knoxville, TN 37922, USA",35.8735261,-84.09629729999999,Heritage Lake,(865) 312-8330,ChIJAboBSfElXIgR55S0OPDSM08,4.2,169,https://www.heritagelakeapts.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D
"4616 Blue Diamond Wy, Knoxville, TN 37917, USA",36.0275471,-83.8842059,The Jewel at Washington Pike,(865) 213-3347,ChIJUXdzaCkXXIgRuNfWJtf7tWA,4.4,45,http://2tour.site/p89/o7vc
"2655 Andover Hl Wy, Knoxville, TN 37931, USA",35.9572611,-84.1668262,The Carlisle,(865) 248-2655,ChIJJxYIzloxXIgRcmgqNeeSHT4,4,26,http://www.thecarlisleknox.com/
"3999 Highland Crest Way, Knoxville, TN 37920, USA",35.9324038,-83.931822,Quarry Trail Student Apartments,(865) 346-3063,ChIJz7jjCaoiXIgRr2D5dmbIjlo,3.7,544,https://www.quarrytrail.com/?y_source=1_MTU3ODk5ODAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
"3805 Cherokee Woods Way, Knoxville, TN 37920, USA",35.9350713,-83.9291021,Woodlands of Knoxville,(865) 609-4034,ChIJISR90AEYXIgRwCJR6zkDh0k,3.7,143,http://www.woodlandsofknoxville.com/
"3399 Lake Brook Blvd, Knoxville, TN 37909, USA",35.9430924,-84.03196369999999,Vetra West Hills,(865) 268-8983,ChIJiQH5KUslXIgRPCS_E-FH5qU,2.6,188,http://www.vetrawesthills.com/
"614 Cedar Ln #2, Knoxville, TN 37912, USA",36.0184575,-83.9638868,Windsor Court,(833) 257-2493,ChIJuXUZHto9XIgR1RxDI036FOY,4.1,208,http://livewindsorcourt.com/
